VOTER_ID	PIN_HASH	LASTNAME	FIRSTNAME	MIDDLE	SSN	MAILINGADDRESS	ZIP	SMD	SPLIT
118592395	47b51907f9438c9cea4ac1426875ffdf39172930	Dickinson	Raoul	U	00008801	500 / 408 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
012508922	333cbd81c4e4f0a9697dbc42fbbd9e5e581f95b5	Dibbert	Anjali	B	00009451	500 / 409 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
152628172	c120d981e732c11951aa6947d70b3b3ee08e9d25	Rohan	Wilbert	S	00000898	500 / 410 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
420439134	e426fbd9b3da02539a75dedafee39c2c20074e41	Walter	Mitchell	Q	00006015	500 / 411 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
653081151	9dc82b650a7c9587152ad302083e5b3518dd9b6e	Balistreri	Keaton	J	00006926	500 / 412 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
725750008	1974429e425dea0115ad1a8f3e4f91d372aea177	Swift	Skylar	R	00006029	500 / 413 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
888274952	7f98f45f90266e43ceeaf258d16ab858fa9d44e1	Harvey	Mitchell	E	00002745	500 / 414 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
054105846	190edf9810a5b7dc648b969b8a20e070c66306ba	Turcotte	Joan	N	00007351	500 / 415 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
950188687	6ebccff9c1d87e8230fdb084b142406c6aa7fb38	Willms	Laron	E	NULL	500 / 416 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
750964072	f2b6ed5531d8fef3cbee5c001b1e7374df592646	Padberg	Mallie	O	00000126	500 / 417 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
201231206	7ba71bbc8a6ee05d3ddd86893f67940852be6797	Huels	Jaron	F	00005249	500 / 418 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
330996500	3ace0fe26f8756aacc84688e29344abdf59bf94c	Jaskolski	Sonny	J	00001791	500 / 419 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
017149626	9c219f9c7e82b2da938a97ecbb334c65935a7fc0	Jones	Rickey	W	00003146	500 / 420 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
841859486	06f1747874db2f0ba8ebe7106b6496e82b8ee15f	Prosacco	Dorothea	K	00006104	500 / 421 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
294224575	4d2ad6218441e44dbb04146f25d68eb73097f983	Eichmann	Gerard	J	00006228	500 / 422 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
159503264	dfd55ae2390462ff0d14412781571243055f8cec	Farrell	Antwan	NULL	00004361	500 / 423 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
597685016	f014bfd59307ed33253da3b0a419fc91fd2cd36a	Smitham	Andres	Q	00002469	500 / 424 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
285541253	7bd2daba9bd0b81021766e06be31c6616771e6a3	Stark	Clementine	H	NULL	500 / 425 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
403054348	043a4edaa5527849f0dd0b0c189f4ac97b17242e	Schroeder	Cheyanne	NULL	00007600	500 / 426 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
961748406	7d8162c2c769758a6c21657c337b5cd90f36e5af	Corkery	June	NULL	00004475	500 / 427 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
311623079	fed65272f1f6610e317826f85249c58b9de98fc2	Koch	Janae	K	00004497	500 / 428 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
113655204	f54184be553f66ac412fe5ffb723925e6f8fd8ed	Renner	Isabella	J	00000584	500 / 429 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
411062865	f4482196f3517c18055e9ce238acd871aea8243b	Orn	Alice	W	NULL	500 / 430 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
872013157	9e4e5acfba92aea6162f7eaa3626f72956710a94	Watsica	Kendrick	B	NULL	500 / 431 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
028345107	ce7326177a8c8ce1b6e50d517b6db735bed9c90c	Casper	Imogene	A	00002156	500 / 432 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
766149395	61b773ba1e7078c1e42f3ae6b04c0a213be3772e	Dooley	Hubert	D	00002662	500 / 433 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
667753249	b9b7e5db35f035ce7b72dbf38cdab2c51be68cb6	Marvin	Casandra	K	00008670	500 / 434 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
434692256	18a00e5b734d4b4a1f2db7221e96499b6a060cf3	Price	Chad	U	00003327	500 / 435 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
927450478	d45abb40ffa997b749e79a0a7ace3188eab81172	Bogisich	Colton	NULL	00000275	500 / 436 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
791240519	4670a28f58c995cce1ed4b8d7ccb1319ed12201b	Blick	Alyson	A	00002697	500 / 437 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
861103526	26551e79c1e0c527eb8b6f24c134afb3bd6cd197	Olson	Werner	K	00004627	500 / 438 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
047824373	cf6e377b424565f5d31469ffe99b907564abbc53	Renner	Wanda	R	00007714	500 / 439 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
259330951	b3a9127bb2016048cbf05ca5d60af945e427e243	Zulauf	Connie	Y	00003888	500 / 440 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
198359990	4fafc530430d305d19c7a30d6b50a2ddf91d90d0	Marquardt	Ahmad	G	00008068	500 / 441 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
977443561	d98e91f62399bbcbc1c1a25e20075dcbb929bb14	Littel	Liza	U	00009383	500 / 442 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
390255326	c5fa78fee50d45906984eaa7133b4dcf8006e843	Runolfsdottir	Edmund	NULL	00002494	500 / 443 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
349589873	c74f2abe21e98c18c968f4653c52e50aa34f877b	Gottlieb	Alexander	S	00001060	500 / 444 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
587741553	3a2e80954d9cf1ab1a8b4c59ef5d73e212a6bd27	Volkman	Vinnie	I	00008370	500 / 445 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
156623873	1e90736a36d753ea564efba91e64e8529d485bfd	Friesen	Libbie	N	00001995	500 / 446 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
809730871	5ff9f62a7d57ad07056a59751c7badec585e9c92	Bode	Carmel	S	00001733	500 / 447 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
432667267	60a8725d5618da51c28becec0611b34171f619b2	Williamson	Yessenia	A	NULL	500 / 448 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
679838981	727009f5250344fe97b2d3f36b5ad2fc3cd4eab3	McClure	Lola	Z	00009949	500 / 449 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
914695125	6e9bd5d8ad2f0cc1922a83aab057ba4e5d9cc5da	Pollich	Sydnie	I	00009404	500 / 450 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
176934277	bc7771722caa502be48031b67f4ea7d3ee690858	Metz	Mabelle	O	00006172	500 / 451 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
136750839	9e9dd6ba84f802b553fdf4ae6e9ed6d474e44212	Okuneva	Aylin	D	00003542	500 / 452 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
326419934	b81d0702aece856089fdbb825e201705b7c0c5cf	Rodriguez	Isaac	NULL	NULL	500 / 453 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
846909775	c1dcb5d1e952deef81594f5450680fb8664b61de	Stracke	Will	P	00000080	500 / 454 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
136761261	2ef286e601c0c581e166b5e69f783d79074b37b0	Kris	Dejah	NULL	NULL	500 / 455 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
193822150	f70af40839490f3ebbcc7871408627c5e71141ef	Schinner	Vito	N	00006863	500 / 456 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
955917809	a9615acdfd4af37989c7c0f12a2dcbb3eab93dd7	Legros	Harley	H	00001708	500 / 457 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
080512763	549f4634805cc997c89b38e7eecd5dd9a7cd4195	Renner	Christelle	NULL	00000782	500 / 458 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
851294227	10a103790d7cdee08c1b58780155d5fb1c65857e	Dickinson	Eulah	NULL	00009319	500 / 459 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
653731664	c1397f870939863e953eaff8132d60d183de2828	Gutmann	Corine	O	00002722	500 / 460 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
027954164	518cbf49d57c7338f5b12ed99f9715470dabc1bf	Rath	Ines	F	00004594	500 / 461 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
189344914	251c655e8abec61385d5749216e330947f9690d9	Wunsch	Martine	J	00006097	500 / 462 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
739232850	6e529114f67badda446392aaa1409789fb35e59a	Gusikowski	Everardo	I	NULL	500 / 463 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
162530015	9bc5b2616fb418fbec872f17b9f23321d72338ba	Schimmel	Thurman	I	00002408	500 / 464 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
461902992	4b18b0d6c98384ab3d9253f6cf1120052cf78da5	Wehner	Afton	L	00002065	500 / 465 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
604310943	b5f4f7210f1a21a183f91114586226376ca21e45	Kulas	Libbie	J	00009051	500 / 466 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
260425687	edcac8307f90e4c270d67ab919aa23ed8fb7a7b9	Hilpert	Malika	X	00007450	500 / 467 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
472486381	82bfab11a2bab00013f112da03119f6476e7085f	Gaylord	Julie	B	00005902	500 / 468 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
603302227	1be9aa713a3160a882a2abad3d265c71cd550c9e	Bode	Dallas	S	00006368	500 / 469 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
862661750	40c8cffc3e72df4cacc0fb822e373f00c01d8dee	Kuhic	Letitia	G	00001796	500 / 470 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
375435986	38c9394ba31543bc400ffb26a46acea656a1eacd	Ward	Waldo	J	00003707	500 / 471 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
460360079	b1e60b5ef95051608230070e46935e9989a8dad5	Cruickshank	Alvah	W	00003368	500 / 472 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
092604095	3e884cb3a6a772161575be532448156bc3d2de1b	Gorczany	Monique	F	00007904	500 / 473 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
118361780	82883cb9cc31920b07dcd845d0d2e952481cf1a7	Hegmann	Oren	S	00001525	500 / 474 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
088726277	c7e6b51ff2e8e775d779262ee5f1cfddbe215aa1	Reichel	Tad	F	00003885	500 / 475 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
990338930	08247ef1730f2279a0f7b7b13420d125c31b523e	Ruecker	Lupe	A	00000336	500 / 476 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
022067220	7f14789bbf36d4c2df8661256178670208121e2f	Donnelly	Elsie	W	00004679	500 / 477 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
356041241	49aacbe8b046d75b34cfad1c0e8972f78d5e9d20	Volkman	Cooper	T	00006427	500 / 478 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
652651970	1007f6377b5de174f32af3f381a91bbbe88d3435	Haley	Sydney	L	00000460	500 / 479 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
016389610	f5f8e527de414fd4ca59b36dad5519478343e61c	Gibson	Nannie	U	00003593	500 / 480 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
438249474	5f5c5c3ed23b390a21a560b2603f2be32a7531f3	Heaney	Christa	Y	00007095	500 / 481 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
173193325	8c90b62723ce675bc3193ea2485548f91fa44b21	Frami	Charlie	C	00008605	500 / 482 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
490015216	6e0e1106717da3cf9eaaa910b30168d3b84dc281	Corwin	Clinton	F	00003905	500 / 483 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
835498740	a29675afc9a1534bb639055ae751065e083581b4	Mertz	Hayley	P	00001397	500 / 484 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
529752526	d210c09c180a43ea78e828dfa836317301280b28	Hilpert	Alejandra	D	00004070	500 / 485 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
112477092	ec33fa729518c231f484f1592e61fdc8b2bc7b5c	Boehm	Katharina	NULL	00005695	500 / 486 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
734123687	e803558235e2a5c3acf91609fd878cc4500744fe	Mayer	Michale	Q	00002275	500 / 487 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
133674876	69e47a98ef598fbb7fee7489d34e3c09268345e6	Herman	Grady	A	00006356	500 / 488 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
082360271	9a23dacd6d7762a9591772bed3b762a7dd619582	Zieme	Werner	W	00006328	500 / 489 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
566003283	02b5e7e42f71ae080aa7c66a8dbecc86362e795c	Jakubowski	Nathanael	U	00002877	500 / 490 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
520171278	54d6e11911102e0df715657ad8f5120a97f30e0d	Beier	Robb	F	00002535	500 / 491 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
510468608	b6a4497e52732382c363ff27f23ce7a3563203e3	Towne	Stanford	Q	00000258	500 / 492 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
003143362	4d42e5f056ed1b7738cd444beabb307480ee3b34	Marks	Karl	NULL	00007392	500 / 493 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
181894603	1216a99054c992511b76e3ff3334cc01f90824a6	Lemke	Jovany	V	00007135	500 / 494 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
406328482	f737f32c3f8ae3612dbc0bf898001f6776910d5b	Rogahn	Elizabeth	J	00002402	500 / 495 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
637025083	47762c03f17d0adb21d5a6660536bb89e374bc4c	Kirlin	Art	J	00002966	500 / 496 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
119912964	15ceac41d2a3e81c5ab9c1c38f2bd9e3fcc4cafe	Herzog	Karen	R	00000660	500 / 497 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
275672098	a5577f3ab15d511b740594b74ce69009cd0c4dac	Bruen	Stevie	NULL	00000215	500 / 498 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
066699498	5551cfacb13d5d329626131586875b2a8283456f	Mohr	Carroll	NULL	00002496	500 / 499 ADDISON AVE, WASHINGTON DC 20018	20018	5A11	69 00
979478751	cae8e4dfedb5ef84815cc2f2396291523d9e3ccc	Tillman	Marshall	M	00002404	600 / 100 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
695485613	f72d579c26025b4f9750f474a42ceae7fcc62567	Hodkiewicz	Tanya	NULL	00003283	600 / 101 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
594538762	373e4319f5af2a4bd08f37f9874434212707196d	Donnelly	Jessy	R	00002275	600 / 102 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
561811082	d749dfc6a67fce54199f230d37dc263f1a1d5c4c	Rath	Kendrick	O	00005359	600 / 103 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
884512679	904956c3043102c4fa4d740904c0051c28227752	McCullough	Hellen	W	00006453	600 / 104 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
062602350	d2e63cc3077caf7b417b859c42e13bdb8c81dcde	Wilderman	Cicero	J	00002771	600 / 105 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
730762386	be3d401329c60cd29ca2fafda5158753ce397b80	Ritchie	Kendall	NULL	00006539	600 / 106 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
815689906	d779ddbdfe12a1f73aca8bd80acd7d3a5fa3f24d	Doyle	Karlee	X	00000134	600 / 107 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
741601224	52b8300b91db44cc7eb4267b3e96fe6272d51ea1	Skiles	Abigale	C	00006876	600 / 108 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
917121768	53587d0744a7c16fdc5f8c419f9c911c3008ad15	Kub	Florencio	S	00007565	600 / 109 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
592104031	e19d3ff31bb28b68715c03420cb1e832939e3bd7	Erdman	Thomas	X	00001817	600 / 110 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
855589369	6eb3e57cb758317cd71c9da23e3f952080b68ad8	Pfannerstill	Delta	N	00007780	600 / 111 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
922760511	6f8ef23e71bb8b8c8b089b15f4fc6aa897462714	Wisoky	Duane	NULL	NULL	600 / 112 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
253183266	ba9131a41768b70b8a8cb9c0c5d1e7a648710779	Ortiz	Lew	O	00006467	600 / 113 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
075575692	45b8d745e8372ea402999a3bd4d74c1a04fb6a2b	Miller	Lincoln	K	00008693	600 / 114 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
813160932	f287d135dd96fe898703f954337a5c2636404c69	Metz	Thora	P	00007983	600 / 115 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
181311913	48c4bf11723e6bcf517ac17f32dbfc401cb458ff	Prohaska	Evangeline	M	00001432	600 / 116 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
184537954	cc7cdef5fa636d0862a458f39a6ac849a50a5b11	VonRueden	Eugenia	R	00005180	600 / 117 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
485390269	22a70404442f1ede4bdd56e87c2b7389e130dcc3	Kertzmann	Lydia	M	00007162	600 / 118 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
850058269	5b2e17f9a9f04a1b577697ac8e2f4c877a8c47c7	Walsh	Kiel	P	NULL	600 / 119 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
052516334	67f672de612b84595f7b63399d1b29ed332254c1	Becker	Beth	Y	00004419	600 / 120 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
018789025	33a550419f173d4edcdd38d400f6970e569ce2d9	Hane	Marielle	Z	00006689	600 / 121 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
370093094	ddc1f3cc690ee6b46b6c7f4c7fa84e97339f649d	Littel	Myrtice	D	00002515	600 / 122 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
743314143	91178fabfaa5713d53eeabe5615b7a35d754211b	Padberg	Ezra	L	00008533	600 / 123 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
555935406	7878fc7ac285a933712e79ff90a4c5422cc858ef	Rodriguez	Sharon	Z	00007289	600 / 124 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
501006516	8ba505c9695839f38f414beeb5a4177082557a7e	Walsh	Ignacio	L	00006262	600 / 125 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
794410043	1f9e4506f596ea75c94bae347dae8c89fa3789d2	Goodwin	Irma	E	00005179	600 / 126 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
878733823	143018a4fb7f36bd673b7a2da6b2862ece3fa6b5	Huels	Bartholome	P	00003339	600 / 127 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
546401926	aaa6aea81ef5ca7e65f3a1b47c4954cb595c943f	Brekke	Hailey	L	00002381	600 / 128 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
119957742	ed449bce9df112e4b7789092e61077eea105bb9c	Johns	Delia	F	NULL	600 / 129 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
800198548	b421dc4dedb50dc462db0def2d95eabb07c32ebf	Wyman	Melvina	H	NULL	600 / 130 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
282900980	cfe4141a887b3a0bef30034ed3a7cdd219efe1da	Goyette	Al	U	00004530	600 / 131 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
953417066	41bf5f9ec84b83ea3d5baa250c11eff348d21c57	Osinski	Jordan	Y	00001854	600 / 132 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
801938712	0955f195787f5e7b1155aaaa80f6b11ad96713ca	Treutel	Ivy	P	00009046	600 / 133 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
325058397	b07b92ecec310d1631320548067ec55f6a3908ac	Casper	Joyce	G	00007507	600 / 134 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
800361941	ad283ddbe818f70e78a246c87a8b3a3dc634f979	Schumm	Reggie	R	NULL	600 / 135 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
704431500	4482ef79ef8a19eada76bc3e66aaaacba64b19de	Erdman	Carolina	Y	00002987	600 / 136 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
047959227	5a2bd7c41ea6492cc104c8d9998f0eb975e3d4d5	Shanahan	Marietta	R	NULL	600 / 137 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
691034878	f0ef264bf5fce73e42084ec71acb1e1aefb8e1ae	Ledner	Jailyn	Q	NULL	600 / 138 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
887916318	1e395f8ce4052c5deec94a08e62960a601cdc350	Rutherford	Jeramy	T	00000055	600 / 139 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
821584371	fe226c4a5fdd0c676c913d7a762d54751db3fc3e	Pollich	Marquis	J	00004314	600 / 140 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
624633470	bab8d41aa6c171f996ff9ad004f8de74ad8dbdc5	Hand	Caesar	O	00002867	600 / 141 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
072248736	056e627c278ca24935102d2c8299980f5a0aa587	Greenfelder	Maximus	V	00003568	600 / 142 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
565726404	cd26cce367682a26db0651f3e99cb8b3f974367e	Hegmann	Kaitlyn	G	00003651	600 / 143 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
437646514	6a0e35d3145245b8dafc3fed8edbe3a8abe3dcf0	Gerlach	Tommie	H	00000081	600 / 144 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
645674994	40ee331d0d941da63aa12212191bd7f1fdbcfa3e	Parker	Consuelo	F	00006033	600 / 145 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
656297167	c818a3c14f7c405fda7f7018760b9d8e4a5e68be	Swift	Mohammed	Q	00009306	600 / 146 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
683372011	d0c062ff73d4ff0e6e943343063839b377a7cce5	Marks	Melody	J	00004595	600 / 147 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
007315679	97fbe22bb9974c04a9b84ccec28b314382986bc5	Emard	Misty	B	00001803	600 / 148 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
741598463	71473cdfa532be6a699657696b5e448f4e9f0381	Brown	Karine	X	00009443	600 / 149 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
983052964	6d161c225f5ca16b44e228d958ebb1791b7848f9	Farrell	Art	NULL	00001320	600 / 150 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
708607476	b34d98d50a3526abe8dbfa5b05c299490afe325e	Raynor	Catalina	G	00008456	600 / 151 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
598292860	83c34803aee99f9be29bf104088beca836d2eabd	Veum	Brando	J	00003520	600 / 152 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
372597651	326cd1d674201702e501f6fbb933c761e140d6bc	Bradtke	Rigoberto	G	00008658	600 / 153 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
406450731	546716d70f6310004d046d919047a89b6eaccc41	Aufderhar	Verdie	R	00007991	600 / 154 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
128024548	7592b721ddbf7e274d7c43925b1046072bb1490a	Orn	Sabryna	X	00003410	600 / 155 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
074330113	b6ca4faddab0cabac76c62ff090d3d93a15446d5	Hand	Elena	G	00000017	600 / 156 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
244194502	460ae0edb8389d89dc92ea7c970210528213758e	Hane	Felix	O	00007066	600 / 157 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
518898519	826550eb95bb6a88f6168bdf4e6f542136004369	Morissette	Jayden	F	NULL	600 / 158 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
195166345	f8172c0fbabf1dec7a47ab184c64b0ffecdc3920	Wisozk	Jerome	K	00008542	600 / 159 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
264641774	850a96e0c22b4e2335b673a5cd8c53578bff8b73	Heller	Narciso	K	00000040	600 / 160 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
399795344	1adf78508bc9a8c9219a455d567658519193c35d	Dach	Sandy	Y	00007670	600 / 161 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
729683368	3f69340089d76014f2a42ba1f52745de4ae027cf	Hauck	Beth	Z	00003859	600 / 162 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
616496742	f120d636d7517ecba6922de517ca4483b46547bb	Kunde	Evalyn	B	00002562	600 / 163 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
180957321	f733fbdc84d6d83a128d7671fc31482845322159	Tremblay	Murl	J	00009237	600 / 164 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
272979353	3de5064264049c1e6e909a2b0c5fa4fadba74618	Greenfelder	Jane	NULL	NULL	600 / 165 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
989772060	2af323bb06afb6b3602cded17d275e71a15cbdd7	Stracke	Noel	K	00006715	600 / 166 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
586593359	90dc5b485388289ad617d2b6ed2610666e73e7b3	Nicolas	Ernie	S	00001424	600 / 167 KINGSLEY ST, WASHINGTON DC 20002	20002	6C06	84 00
